t,variable,order,source,value
0.5280000000000004,z,0,supervisor,1.025
0.5280000000000004,z,1,supervisor,0.0
0.5360000000000004,x,0,supervisor,0.5
0.5360000000000004,x,1,supervisor,0.0
0.5360000000000004,y,0,supervisor,-8.326672684688674e-17
0.5360000000000004,y,1,supervisor,0.0
0.5360000000000004,z,0,supervisor,1.025
0.5360000000000004,z,1,supervisor,0.0
0.5440000000000004,x,0,supervisor,0.5
0.5440000000000004,x,1,supervisor,0.0
0.5440000000000004,y,0,supervisor,-8.326672684688674e-17
0.5440000000000004,y,1,supervisor,0.0
0.5440000000000004,z,0,supervisor,1.025
0.5440000000000004,z,1,supervisor,0.0
0.5520000000000004,x,0,supervisor,0.5
0.5520000000000004,x,1,supervisor,0.0
0.5520000000000004,y,0,supervisor,-8.326672684688674e-17
0.5520000000000004,y,1,supervisor,0.0
0.5520000000000004,z,0,supervisor,1.025
0.5520000000000004,z,1,supervisor,0.0
0.5600000000000004,x,0,supervisor,0.5
0.5600000000000004,x,1,supervisor,0.0
0.5600000000000004,y,0,supervisor,-8.326672684688674e-17
0.5600000000000004,y,1,supervisor,0.0
0.5600000000000004,z,0,supervisor,1.025
0.5600000000000004,z,1,supervisor,0.0
0.5680000000000004,x,0,supervisor,0.5
0.5680000000000004,x,1,supervisor,0.0
0.5680000000000004,y,0,supervisor,-8.326672684688674e-17
0.5680000000000004,y,1,supervisor,0.0
0.5680000000000004,z,0,supervisor,1.025
0.5680000000000004,z,1,supervisor,0.0
0.5760000000000004,x,0,supervisor,0.5
0.5760000000000004,x,1,supervisor,0.0
0.5760000000000004,y,0,supervisor,-8.326672684688674e-17
0.5760000000000004,y,1,supervisor,0.0
0.5760000000000004,z,0,supervisor,1.025
0.5760000000000004,z,1,supervisor,0.0
0.5840000000000004,x,0,supervisor,0.5
0.5840000000000004,x,1,supervisor,0.0
0.5840000000000004,y,0,supervisor,-8.326672684688674e-17
0.5840000000000004,y,1,supervisor,0.0
0.5840000000000004,z,0,supervisor,1.025
0.5840000000000004,z,1,supervisor,0.0
0.5920000000000004,x,0,supervisor,0.5
0.5920000000000004,x,1,supervisor,0.0
0.5920000000000004,y,0,supervisor,-8.326672684688674e-17
0.5920000000000004,y,1,supervisor,0.0
0.5920000000000004,z,0,supervisor,1.025
0.5920000000000004,z,1,supervisor,0.0
0.6000000000000004,x,0,supervisor,0.5
0.6000000000000004,x,1,supervisor,0.0
0.6000000000000004,y,0,supervisor,-8.326672684688674e-17
0.6000000000000004,y,1,supervisor,0.0
0.6000000000000004,z,0,supervisor,1.025
0.6000000000000004,z,1,supervisor,0.0
0.6080000000000004,x,0,supervisor,0.5
0.6080000000000004,x,1,supervisor,0.0
0.6080000000000004,y,0,supervisor,-8.326672684688674e-17
0.6080000000000004,y,1,supervisor,0.0
0.6080000000000004,z,0,supervisor,1.025
0.6080000000000004,z,1,supervisor,0.0
0.6160000000000004,x,0,supervisor,0.5
0.6160000000000004,x,1,supervisor,0.0
0.6160000000000004,y,0,supervisor,-8.326672684688674e-17
0.6160000000000004,y,1,supervisor,0.0
0.6160000000000004,z,0,supervisor,1.025
0.6160000000000004,z,1,supervisor,0.0
0.6240000000000004,x,0,supervisor,0.5
0.6240000000000004,x,1,supervisor,0.0
0.6240000000000004,y,0,supervisor,-8.326672684688674e-17
0.6240000000000004,y,1,supervisor,0.0
0.6240000000000004,z,0,supervisor,1.025
0.6240000000000004,z,1,supervisor,0.0
0.6320000000000005,x,0,supervisor,0.5
0.6320000000000005,x,1,supervisor,0.0
0.6320000000000005,y,0,supervisor,-8.326672684688674e-17
0.6320000000000005,y,1,supervisor,0.0
0.6320000000000005,z,0,supervisor,1.025
0.6320000000000005,z,1,supervisor,0.0
0.6400000000000005,x,0,supervisor,0.5
0.6400000000000005,x,1,supervisor,0.0
0.6400000000000005,y,0,supervisor,-8.326672684688674e-17
0.6400000000000005,y,1,supervisor,0.0
0.6400000000000005,z,0,supervisor,1.025
0.6400000000000005,z,1,supervisor,0.0
0.6480000000000005,x,0,supervisor,0.5
0.6480000000000005,x,1,supervisor,0.0
0.6480000000000005,y,0,supervisor,-8.326672684688674e-17
0.6480000000000005,y,1,supervisor,0.0
0.6480000000000005,z,0,supervisor,1.025
0.6480000000000005,z,1,supervisor,0.0
0.6560000000000005,x,0,supervisor,0.5
0.6560000000000005,x,1,supervisor,0.0
0.6560000000000005,y,0,supervisor,-8.326672684688674e-17
0.6560000000000005,y,1,supervisor,0.0
0.6560000000000005,z,0,supervisor,1.025
0.6560000000000005,z,1,supervisor,0.0
0.6640000000000005,x,0,supervisor,0.5
0.6640000000000005,x,1,supervisor,0.0
0.6640000000000005,y,0,supervisor,-8.326672684688674e-17
0.6640000000000005,y,1,supervisor,0.0
0.6640000000000005,z,0,supervisor,1.025
0.6640000000000005,z,1,supervisor,0.0
0.6720000000000005,x,0,supervisor,0.5
0.6720000000000005,x,1,supervisor,0.0
0.6720000000000005,y,0,supervisor,-8.326672684688674e-17
0.6720000000000005,y,1,supervisor,0.0
0.6720000000000005,z,0,supervisor,1.025
0.6720000000000005,z,1,supervisor,0.0
0.6800000000000005,x,0,supervisor,0.5
0.6800000000000005,x,1,supervisor,0.0
0.6800000000000005,y,0,supervisor,-8.326672684688674e-17
0.6800000000000005,y,1,supervisor,0.0
0.6800000000000005,z,0,supervisor,1.025
0.6800000000000005,z,1,supervisor,0.0
0.6880000000000005,x,0,supervisor,0.5
0.6880000000000005,x,1,supervisor,0.0
0.6880000000000005,y,0,supervisor,-8.326672684688674e-17
0.6880000000000005,y,1,supervisor,0.0
0.6880000000000005,z,0,supervisor,1.025
0.6880000000000005,z,1,supervisor,0.0
0.6960000000000005,x,0,supervisor,0.5
0.6960000000000005,x,1,supervisor,0.0
0.6960000000000005,y,0,supervisor,-8.326672684688674e-17
0.6960000000000005,y,1,supervisor,0.0
0.6960000000000005,z,0,supervisor,1.025
0.6960000000000005,z,1,supervisor,0.0
0.7040000000000005,x,0,supervisor,0.5
0.7040000000000005,x,1,supervisor,0.0
0.7040000000000005,y,0,supervisor,-8.326672684688674e-17
0.7040000000000005,y,1,supervisor,0.0
0.7040000000000005,z,0,supervisor,1.025
0.7040000000000005,z,1,supervisor,0.0
0.7120000000000005,x,0,supervisor,0.5
0.7120000000000005,x,1,supervisor,0.0
0.7120000000000005,y,0,supervisor,-8.326672684688674e-17
0.7120000000000005,y,1,supervisor,0.0
0.7120000000000005,z,0,supervisor,1.025
0.7120000000000005,z,1,supervisor,0.0
0.7200000000000005,x,0,supervisor,0.5
0.7200000000000005,x,1,supervisor,0.0
0.7200000000000005,y,0,supervisor,-8.326672684688674e-17
0.7200000000000005,y,1,supervisor,0.0
0.7200000000000005,z,0,supervisor,1.025
0.7200000000000005,z,1,supervisor,0.0
0.7280000000000005,x,0,supervisor,0.5
0.7280000000000005,x,1,supervisor,0.0
0.7280000000000005,y,0,supervisor,-8.326672684688674e-17
0.7280000000000005,y,1,supervisor,0.0
0.7280000000000005,z,0,supervisor,1.025
0.7280000000000005,z,1,supervisor,0.0
0.7360000000000005,x,0,supervisor,0.5
0.7360000000000005,x,1,supervisor,0.0
0.7360000000000005,y,0,supervisor,-8.326672684688674e-17
0.7360000000000005,y,1,supervisor,0.0
0.7360000000000005,z,0,supervisor,1.025
0.7360000000000005,z,1,supervisor,0.0
0.7440000000000005,x,0,supervisor,0.5
0.7440000000000005,x,1,supervisor,0.0
0.7440000000000005,y,0,supervisor,-8.326672684688674e-17
0.7440000000000005,y,1,supervisor,0.0
0.7440000000000005,z,0,supervisor,1.025
0.7440000000000005,z,1,supervisor,0.0
0.7520000000000006,x,0,supervisor,0.5
0.7520000000000006,x,1,supervisor,0.0
0.7520000000000006,y,0,supervisor,-8.326672684688674e-17
0.7520000000000006,y,1,supervisor,0.0
0.7520000000000006,z,0,supervisor,1.025
0.7520000000000006,z,1,supervisor,0.0
0.7600000000000006,x,0,supervisor,0.5
0.7600000000000006,x,1,supervisor,0.0
0.7600000000000006,y,0,supervisor,-8.326672684688674e-17
0.7600000000000006,y,1,supervisor,0.0
0.7600000000000006,z,0,supervisor,1.025
0.7600000000000006,z,1,supervisor,0.0
0.7680000000000006,x,0,supervisor,0.5
0.7680000000000006,x,1,supervisor,0.0
0.7680000000000006,y,0,supervisor,-8.326672684688674e-17
0.7680000000000006,y,1,supervisor,0.0
0.7680000000000006,z,0,supervisor,1.025
0.7680000000000006,z,1,supervisor,0.0
0.7760000000000006,x,0,supervisor,0.5
0.7760000000000006,x,1,supervisor,0.0
0.7760000000000006,y,0,supervisor,-8.326672684688674e-17
0.7760000000000006,y,1,supervisor,0.0
0.7760000000000006,z,0,supervisor,1.025
0.7760000000000006,z,1,supervisor,0.0
0.7840000000000006,x,0,supervisor,0.5
0.7840000000000006,x,1,supervisor,0.0
0.7840000000000006,y,0,supervisor,-8.326672684688674e-17
0.7840000000000006,y,1,supervisor,0.0
0.7840000000000006,z,0,supervisor,1.025
0.7840000000000006,z,1,supervisor,0.0
0.7920000000000006,x,0,supervisor,0.5
0.7920000000000006,x,1,supervisor,0.0
0.7920000000000006,y,0,supervisor,-8.326672684688674e-17
0.7920000000000006,y,1,supervisor,0.0
0.7920000000000006,z,0,supervisor,1.025
0.7920000000000006,z,1,supervisor,0.0
0.8000000000000006,x,0,supervisor,0.5
0.8000000000000006,x,1,supervisor,0.0
0.8000000000000006,y,0,supervisor,-8.326672684688674e-17
